"emp_no","first_name","last_name","title","from_date","to_date","order"
275048,"Nidapan","Gniady","Senior Engineer","1996-11-17","9999-01-01",NULL
275070,"Yongdong","Maccarone","Assistant Engineer","1991-02-22","1997-02-21",NULL
275070,"Yongdong","Maccarone","Engineer","1997-02-21","9999-01-01",NULL
275076,"Foong","Barbanera","Senior Staff","1996-05-02","9999-01-01",NULL
275076,"Foong","Barbanera","Staff","1987-05-03","1996-05-02",NULL
275083,"Pranjal","Kopetz","Assistant Engineer","1996-07-07","9999-01-01",NULL
275085,"Utz","Beetstra","Engineer","1988-05-22","1994-05-22",NULL
275085,"Utz","Beetstra","Senior Engineer","1994-05-22","9999-01-01",NULL
275106,"Unal","Muhling","Senior Engineer","1998-05-29","9999-01-01",NULL
275110,"Pradeep","McConalogue","Engineer","1985-11-10","1990-11-10",NULL
275110,"Pradeep","McConalogue","Senior Engineer","1990-11-10","9999-01-01",NULL
275120,"Jaideep","Aamodt","Senior Staff","1992-07-15","9999-01-01",NULL
275120,"Jaideep","Aamodt","Staff","1986-07-16","1992-07-15",NULL
275126,"Abdelkader","Dichev","Senior Staff","1993-12-21","9999-01-01",NULL
275126,"Abdelkader","Dichev","Staff","1987-12-22","1993-12-21",NULL
275144,"Taegyun","Varman","Engineer","1994-05-12","2001-05-12",NULL
275144,"Taegyun","Varman","Senior Engineer","2001-05-12","9999-01-01",NULL
275150,"Naftali","Pollacia","Senior Engineer","1986-09-24","9999-01-01",NULL
275181,"Yuchang","Kriebel","Engineer","1986-11-15","1992-11-14",NULL
275181,"Yuchang","Kriebel","Senior Engineer","1992-11-14","9999-01-01",NULL
275182,"Poornachandra","Engberts","Senior Engineer","1986-01-10","9999-01-01",NULL
275189,"Sachar","Katzenelson","Assistant Engineer","1994-07-08","2002-07-08",NULL
275189,"Sachar","Katzenelson","Engineer","2002-07-08","9999-01-01",NULL
275194,"Doowon","Shobatake","Engineer","1990-07-23","1995-07-23",NULL
275194,"Doowon","Shobatake","Senior Engineer","1995-07-23","9999-01-01",NULL
275225,"Mong","Luce","Staff","1998-10-27","9999-01-01",NULL
275239,"Guther","Collette","Senior Staff","1992-09-06","9999-01-01",NULL
275239,"Guther","Collette","Staff","1987-09-07","1992-09-06",NULL
275252,"Candida","Murtagh","Engineer","1985-08-13","1994-08-13",NULL
275252,"Candida","Murtagh","Senior Engineer","1994-08-13","9999-01-01",NULL
275257,"Kasidit","Yavatkar","Engineer","1985-08-26","1990-08-26",NULL
275257,"Kasidit","Yavatkar","Senior Engineer","1990-08-26","9999-01-01",NULL
275281,"Nadjib","Veevers","Senior Staff","1991-02-11","9999-01-01",NULL
275281,"Nadjib","Veevers","Staff","1985-02-11","1991-02-11",NULL
275283,"Xiaopeng","Ozery","Senior Engineer","1991-05-29","9999-01-01",NULL
275285,"Mana","Aingworth","Technique Leader","1998-09-04","9999-01-01",NULL
275288,"Sadegh","Sommen","Senior Staff","1993-10-08","9999-01-01",NULL
275288,"Sadegh","Sommen","Staff","1985-10-08","1993-10-08",NULL
275308,"Samphel","Chinin","Senior Staff","1995-02-06","9999-01-01",NULL
275308,"Samphel","Chinin","Staff","1990-02-06","1995-02-06",NULL
275313,"Serge","Keustermans","Senior Staff","1997-11-18","9999-01-01",NULL
275313,"Serge","Keustermans","Staff","1988-11-18","1997-11-18",NULL
275319,"Mani","Vadhan","Staff","1994-10-31","9999-01-01",NULL
275337,"Ortrud","Matzke","Engineer","1985-03-16","1994-03-16",NULL
275337,"Ortrud","Matzke","Senior Engineer","1994-03-16","9999-01-01",NULL
275347,"Parke","Spinelli","Senior Staff","1997-11-30","9999-01-01",NULL
275347,"Parke","Spinelli","Staff","1990-11-30","1997-11-30",NULL
275357,"Ziya","Orsini","Senior Staff","1996-06-22","9999-01-01",NULL
275357,"Ziya","Orsini","Staff","1987-06-23","1996-06-22",NULL
275372,"Xuejia","Danecki","Engineer","1985-10-30","1992-10-30",NULL
275372,"Xuejia","Danecki","Senior Engineer","1992-10-30","9999-01-01",NULL
275386,"Parke","Lortz","Staff","2000-01-04","9999-01-01",NULL
275403,"Fei","Farrag","Technique Leader","1988-02-14","9999-01-01",NULL
275410,"Marin","Businaro","Senior Staff","1994-10-29","9999-01-01",NULL
275410,"Marin","Businaro","Staff","1987-10-29","1994-10-29",NULL
275421,"King","Cooley","Senior Staff","2002-01-04","9999-01-01",NULL
275421,"King","Cooley","Staff","1997-01-04","2002-01-04",NULL
275431,"Fumitake","Gomatam","Engineer","1998-05-25","9999-01-01",NULL
275435,"Fumiya","Gluchowski","Senior Staff","1989-04-03","9999-01-01",NULL
275447,"Denny","Begiun","Engineer","1994-12-14","1999-12-14",NULL
275447,"Denny","Begiun","Senior Engineer","1999-12-14","9999-01-01",NULL
275449,"Ronghao","Lambe","Technique Leader","1987-06-09","9999-01-01",NULL
275466,"Danco","Puoti","Engineer","1995-03-07","2002-03-07",NULL
275466,"Danco","Puoti","Senior Engineer","2002-03-07","9999-01-01",NULL
275479,"Georgi","Ratnakar","Senior Staff","1992-03-14","9999-01-01",NULL
275479,"Georgi","Ratnakar","Staff","1987-03-15","1992-03-14",NULL
275504,"Aluzio","Bahi","Assistant Engineer","1992-08-08","1999-08-09",NULL
275504,"Aluzio","Bahi","Engineer","1999-08-09","9999-01-01",NULL
275531,"Doohun","Macedo","Engineer","1988-12-17","1997-12-17",NULL
275531,"Doohun","Macedo","Senior Engineer","1997-12-17","9999-01-01",NULL
275533,"Takanari","Muhling","Senior Staff","1991-05-28","9999-01-01",NULL
275533,"Takanari","Muhling","Staff","1985-05-28","1991-05-28",NULL
275534,"Troy","Oxman","Senior Staff","1995-04-16","9999-01-01",NULL
275534,"Troy","Oxman","Staff","1986-04-16","1995-04-16",NULL
275549,"LiMin","Usdin","Senior Engineer","1999-07-15","9999-01-01",NULL
275565,"Frederique","Bail","Senior Staff","1998-05-17","9999-01-01",NULL
275566,"Maja","Birrer","Engineer","1986-11-16","1993-11-16",NULL
275566,"Maja","Birrer","Senior Engineer","1993-11-16","9999-01-01",NULL
275568,"Uwe","Bottner","Engineer","1985-04-12","1991-04-12",NULL
275568,"Uwe","Bottner","Senior Engineer","1991-04-12","9999-01-01",NULL
275570,"Masaru","Streit","Engineer","1990-07-23","1999-07-23",NULL
275570,"Masaru","Streit","Senior Engineer","1999-07-23","9999-01-01",NULL
275581,"Honglan","Azulay","Staff","1996-07-17","9999-01-01",NULL
275588,"Xumin","Peak","Senior Engineer","1988-02-15","9999-01-01",NULL
275599,"Toshimi","Cichocki","Engineer","1997-01-08","2002-01-08",NULL
275599,"Toshimi","Cichocki","Senior Engineer","2002-01-08","9999-01-01",NULL
275603,"Siddarth","Rehfuss","Engineer","1989-04-14","1995-04-14",NULL
275603,"Siddarth","Rehfuss","Senior Engineer","1995-04-14","9999-01-01",NULL
275606,"Stamatina","Alpay","Engineer","1987-02-19","1992-02-19",NULL
275606,"Stamatina","Alpay","Senior Engineer","1992-02-19","9999-01-01",NULL
275620,"Arunas","Yetim","Senior Engineer","1988-03-27","9999-01-01",NULL
275622,"Ennio","Emiris","Technique Leader","1988-09-20","9999-01-01",NULL
275639,"Kasturi","Claffy","Senior Staff","1995-01-31","9999-01-01",NULL
275639,"Kasturi","Claffy","Staff","1986-01-31","1995-01-31",NULL
275641,"Oldrich","Ulupinar","Engineer","1986-10-14","1992-10-13",NULL
275641,"Oldrich","Ulupinar","Senior Engineer","1992-10-13","9999-01-01",NULL
275675,"Hitomi","Shanbhogue","Engineer","1995-08-16","2000-08-15",NULL
275675,"Hitomi","Shanbhogue","Senior Engineer","2000-08-15","9999-01-01",NULL
275692,"Arfst","Soloway","Senior Staff","1999-11-29","9999-01-01",NULL
275692,"Arfst","Soloway","Staff","1990-11-29","1999-11-29",NULL
275700,"Jacopo","Henseler","Senior Staff","2001-05-01","9999-01-01",NULL
275700,"Jacopo","Henseler","Staff","1996-05-01","2001-05-01",NULL
275703,"Panayotis","Unni","Senior Engineer","1985-08-23","9999-01-01",NULL
275706,"Arfst","Mandell","Engineer","1988-06-07","1995-06-08",NULL
275706,"Arfst","Mandell","Senior Engineer","1995-06-08","9999-01-01",NULL
275707,"Junsik","Skrikant","Staff","1999-05-13","9999-01-01",NULL
275710,"Abdelwaheb","Hofmeyr","Senior Staff","2001-07-20","9999-01-01",NULL
275710,"Abdelwaheb","Hofmeyr","Staff","1994-07-20","2001-07-20",NULL
275712,"Sverrir","Karnin","Technique Leader","1995-04-04","9999-01-01",NULL
275719,"Licheng","Nollmann","Senior Staff","1988-10-19","9999-01-01",NULL
275720,"Zeljko","Leuchs","Senior Engineer","1987-09-24","9999-01-01",NULL
275721,"Shigeichiro","Farrar","Engineer","1985-09-07","1993-09-07",NULL
275721,"Shigeichiro","Farrar","Senior Engineer","1993-09-07","9999-01-01",NULL
275735,"Chinya","Compeau","Senior Staff","1991-12-11","9999-01-01",NULL
275735,"Chinya","Compeau","Staff","1985-12-11","1991-12-11",NULL
275739,"Patricio","Snyers","Staff","1994-03-29","9999-01-01",NULL
275751,"Pohua","Restivo","Senior Staff","1993-09-26","9999-01-01",NULL
275751,"Pohua","Restivo","Staff","1987-09-27","1993-09-26",NULL
275754,"Debatosh","Rosaz","Senior Staff","1992-06-29","9999-01-01",NULL
275754,"Debatosh","Rosaz","Staff","1985-06-29","1992-06-29",NULL
275762,"Hugh","Brlek","Senior Staff","1996-12-01","9999-01-01",NULL
275762,"Hugh","Brlek","Staff","1987-12-02","1996-12-01",NULL
275767,"Uinam","Varker","Senior Staff","1988-03-07","9999-01-01",NULL
275775,"Dung","Oppitz","Senior Staff","2001-05-26","9999-01-01",NULL
275775,"Dung","Oppitz","Staff","1996-05-26","2001-05-26",NULL
275792,"Martine","Camarinopoulos","Engineer","1988-06-11","1995-06-12",NULL
275792,"Martine","Camarinopoulos","Senior Engineer","1995-06-12","9999-01-01",NULL
275798,"Anneke","Gente","Engineer","1997-04-08","9999-01-01",NULL
275803,"Jaroslava","Erdmenger","Technique Leader","1987-04-01","9999-01-01",NULL
275811,"Sailaja","McAlpine","Assistant Engineer","1985-05-19","1992-05-19",NULL
275811,"Sailaja","McAlpine","Engineer","1992-05-19","1999-05-20",NULL
275811,"Sailaja","McAlpine","Senior Engineer","1999-05-20","9999-01-01",NULL
275816,"Rosalyn","Kavvadias","Senior Staff","1994-10-02","9999-01-01",NULL
275816,"Rosalyn","Kavvadias","Staff","1986-10-02","1994-10-02",NULL
275828,"Yifei","Terlouw","Engineer","1988-11-03","1993-11-03",NULL
275828,"Yifei","Terlouw","Senior Engineer","1993-11-03","9999-01-01",NULL
275847,"Fay","Streng","Engineer","1987-06-03","1992-06-02",NULL
275847,"Fay","Streng","Senior Engineer","1992-06-02","9999-01-01",NULL
275851,"Panayotis","Glowinski","Senior Staff","1987-02-27","9999-01-01",NULL
275854,"Szabolcs","Kavraki","Senior Engineer","1995-01-15","9999-01-01",NULL
275865,"Joydip","Fritzsche","Engineer","1988-10-25","1997-10-25",NULL
275865,"Joydip","Fritzsche","Senior Engineer","1997-10-25","9999-01-01",NULL
275872,"Sadun","Thummel","Engineer","1988-11-20","1994-11-20",NULL
275872,"Sadun","Thummel","Senior Engineer","1994-11-20","9999-01-01",NULL
275873,"Tuval","Haumacher","Senior Staff","1994-06-23","9999-01-01",NULL
275873,"Tuval","Haumacher","Staff","1988-06-23","1994-06-23",NULL
275880,"Geraldo","Picaronny","Staff","1998-04-01","9999-01-01",NULL
275908,"Bodo","Ratnaker","Engineer","1988-09-14","1995-09-15",NULL
275908,"Bodo","Ratnaker","Senior Engineer","1995-09-15","9999-01-01",NULL
275928,"Manu","Braunmuhl","Senior Staff","1995-10-11","9999-01-01",NULL
275928,"Manu","Braunmuhl","Staff","1987-10-11","1995-10-11",NULL
275930,"Nagui","Rosis","Engineer","1986-08-18","1994-08-18",NULL
275930,"Nagui","Rosis","Senior Engineer","1994-08-18","9999-01-01",NULL
275932,"Mantis","Millington","Senior Staff","1998-11-25","9999-01-01",NULL
275932,"Mantis","Millington","Staff","1990-11-25","1998-11-25",NULL
275955,"Domenick","Menhoudj","Senior Staff","1994-06-03","9999-01-01",NULL
275955,"Domenick","Menhoudj","Staff","1988-06-03","1994-06-03",NULL
275964,"Dines","Shrader","Senior Engineer","1990-04-03","9999-01-01",NULL
275977,"Ibibia","Wilfing","Engineer","1988-08-21","1997-08-21",NULL
275977,"Ibibia","Wilfing","Senior Engineer","1997-08-21","9999-01-01",NULL
275980,"Mostafa","Ponthieu","Senior Staff","1996-12-11","9999-01-01",NULL
275980,"Mostafa","Ponthieu","Staff","1988-12-11","1996-12-11",NULL
275991,"Tzu","Staudhammer","Engineer","1989-10-04","1994-10-04",NULL
275991,"Tzu","Staudhammer","Senior Engineer","1994-10-04","9999-01-01",NULL
276010,"Khoa","Baig","Engineer","1988-01-29","1995-01-29",NULL
276010,"Khoa","Baig","Senior Engineer","1995-01-29","9999-01-01",NULL
276019,"Abdulla","Erev","Senior Staff","1994-10-21","9999-01-01",NULL
276019,"Abdulla","Erev","Staff","1988-10-21","1994-10-21",NULL
276044,"Atreye","Whitcomb","Engineer","1995-01-12","2000-01-12",NULL
276044,"Atreye","Whitcomb","Senior Engineer","2000-01-12","9999-01-01",NULL
276046,"Sanjai","Hartvigsen","Senior Staff","1992-10-13","9999-01-01",NULL
276046,"Sanjai","Hartvigsen","Staff","1986-10-14","1992-10-13",NULL
276053,"True","Lyonns","Senior Staff","1992-06-06","9999-01-01",NULL
276053,"True","Lyonns","Staff","1985-06-06","1992-06-06",NULL
276054,"Manohar","Gils","Engineer","1985-12-12","1994-12-12",NULL
276054,"Manohar","Gils","Senior Engineer","1994-12-12","9999-01-01",NULL
276056,"Piyawadee","Frezza","Engineer","1993-11-27","2001-11-27",NULL
276056,"Piyawadee","Frezza","Senior Engineer","2001-11-27","9999-01-01",NULL
276058,"Shiv","Tchuente","Engineer","1998-10-12","9999-01-01",NULL
276074,"Niranjan","Penz","Senior Staff","1994-10-24","9999-01-01",NULL
276074,"Niranjan","Penz","Staff","1985-10-24","1994-10-24",NULL
276079,"Jessie","Brlek","Senior Staff","1994-02-24","9999-01-01",NULL
276079,"Jessie","Brlek","Staff","1986-02-24","1994-02-24",NULL
276088,"Uma","Zastre","Engineer","1988-01-19","1994-01-18",NULL
276088,"Uma","Zastre","Senior Engineer","1994-01-18","9999-01-01",NULL
276089,"Achilleas","Goldhammer","Engineer","1986-10-03","1994-10-03",NULL
276089,"Achilleas","Goldhammer","Senior Engineer","1994-10-03","9999-01-01",NULL
276091,"Szabolcs","Halevi","Staff","1998-02-13","9999-01-01",NULL
276114,"Moni","Zuberek","Assistant Engineer","1988-06-26","1996-06-26",NULL
276114,"Moni","Zuberek","Engineer","1996-06-26","9999-01-01",NULL
276127,"Hsiangchu","Broomell","Engineer","1996-02-21","9999-01-01",NULL
276143,"Vishv","Hedayat","Senior Staff","1992-11-02","9999-01-01",NULL
276143,"Vishv","Hedayat","Staff","1987-11-03","1992-11-02",NULL
276153,"Kazuhito","Copas","Senior Staff","1994-04-08","9999-01-01",NULL
276153,"Kazuhito","Copas","Staff","1988-04-08","1994-04-08",NULL
276177,"Augustine","Rettelbach","Senior Engineer","1987-12-08","9999-01-01",NULL
276178,"Jacqueline","Gerlach","Engineer","1985-08-18","1990-08-18",NULL
276178,"Jacqueline","Gerlach","Senior Engineer","1990-08-18","9999-01-01",NULL
276179,"Stein","Matteis","Engineer","1996-07-11","2001-07-11",NULL
276179,"Stein","Matteis","Senior Engineer","2001-07-11","9999-01-01",NULL
276228,"Seongbin","Bierbaum","Engineer","1988-07-21","1995-07-22",NULL
276228,"Seongbin","Bierbaum","Senior Engineer","1995-07-22","9999-01-01",NULL
276240,"Aamod","Kitsuregawa","Senior Engineer","1996-08-15","9999-01-01",NULL
276242,"Nikolaus","Itzigehl","Senior Engineer","1988-03-04","9999-01-01",NULL
276244,"Shigeichiro","Hofmeyr","Engineer","1988-02-26","1996-02-26",NULL
276244,"Shigeichiro","Hofmeyr","Senior Engineer","1996-02-26","9999-01-01",NULL
276245,"Kwee","Merks","Engineer","1987-04-11","1994-04-11",NULL
276245,"Kwee","Merks","Senior Engineer","1994-04-11","9999-01-01",NULL
276254,"Saddek","Kalorkoti","Engineer","1991-03-21","1997-03-20",NULL
276254,"Saddek","Kalorkoti","Senior Engineer","1997-03-20","9999-01-01",NULL
276258,"Ulf","Denis","Senior Staff","1991-03-01","9999-01-01",NULL
276258,"Ulf","Denis","Staff","1986-03-01","1991-03-01",NULL
276263,"Sverrir","Braunmuhl","Senior Engineer","1999-09-20","9999-01-01",NULL
276268,"Souichi","Cmelik","Staff","1999-09-20","9999-01-01",NULL
276272,"Sverrir","Aloisi","Senior Staff","1988-02-27","9999-01-01",NULL
276273,"Anyuan","Kushnir","Engineer","1986-07-21","1993-07-21",NULL
276273,"Anyuan","Kushnir","Senior Engineer","1993-07-21","9999-01-01",NULL
276289,"Yuchang","Gilg","Staff","1998-11-07","9999-01-01",NULL
276293,"Munehiko","Covnot","Senior Staff","1990-04-16","9999-01-01",NULL
276293,"Munehiko","Covnot","Staff","1985-04-16","1990-04-16",NULL
276294,"Indrajit","Gecsei","Technique Leader","1985-12-01","9999-01-01",NULL
276299,"Frazer","Bierman","Engineer","1987-04-29","1992-04-28",NULL
276299,"Frazer","Bierman","Senior Engineer","1992-04-28","9999-01-01",NULL
276314,"Evgueni","Demke","Engineer","1986-05-04","1994-05-04",NULL
276314,"Evgueni","Demke","Senior Engineer","1994-05-04","9999-01-01",NULL
276318,"Rosella","Neiman","Senior Staff","1998-03-22","9999-01-01",NULL
276327,"Lijie","Kadhim","Assistant Engineer","1986-03-20","1993-03-20",NULL
276327,"Lijie","Kadhim","Engineer","1993-03-20","2000-03-20",NULL
276327,"Lijie","Kadhim","Senior Engineer","2000-03-20","9999-01-01",NULL
276344,"Mana","Vieri","Assistant Engineer","1998-04-24","9999-01-01",NULL
276359,"Honesty","Soicher","Engineer","1988-04-04","1996-04-03",NULL
276359,"Honesty","Soicher","Senior Engineer","1996-04-03","9999-01-01",NULL
276360,"Berry","Gerlach","Assistant Engineer","1993-05-22","1998-05-22",NULL
276360,"Berry","Gerlach","Engineer","1998-05-22","9999-01-01",NULL
276371,"Khaled","Rubsam","Senior Staff","1993-12-19","9999-01-01",NULL
276371,"Khaled","Rubsam","Staff","1988-12-19","1993-12-19",NULL
276378,"Wanqing","Luiz","Engineer","1997-08-23","9999-01-01",NULL
276381,"Genki","Kirkerud","Technique Leader","1996-02-25","9999-01-01",NULL
276403,"Maria","Yurek","Technique Leader","1993-03-29","9999-01-01",NULL
276409,"Mingsen","Cools","Senior Staff","1987-12-10","9999-01-01",NULL
276413,"Kwangho","Mellouli","Senior Staff","1994-09-15","9999-01-01",NULL
276413,"Kwangho","Mellouli","Staff","1989-09-15","1994-09-15",NULL
276426,"Christophe","Narahari","Technique Leader","1993-09-07","9999-01-01",NULL
276433,"Dante","Morton","Engineer","1986-01-05","1993-01-05",NULL
276433,"Dante","Morton","Senior Engineer","1993-01-05","9999-01-01",NULL
276451,"Xiaoqiu","Riefers","Senior Staff","1997-11-20","9999-01-01",NULL
276451,"Xiaoqiu","Riefers","Staff","1991-11-21","1997-11-20",NULL
276455,"Remko","Awdeh","Senior Staff","1990-04-26","9999-01-01",NULL
276455,"Remko","Awdeh","Staff","1985-04-26","1990-04-26",NULL
276458,"Christfried","Litvinov","Senior Staff","1998-02-06","9999-01-01",NULL
276458,"Christfried","Litvinov","Staff","1990-02-06","1998-02-06",NULL
276464,"Guiseppe","Luks","Engineer","1993-07-23","1998-07-23",NULL
276464,"Guiseppe","Luks","Senior Engineer","1998-07-23","9999-01-01",NULL
276468,"Rosalie","DuCasse","Senior Staff","1993-11-19","9999-01-01",NULL
276475,"Susanne","Passino","Senior Engineer","1986-11-27","9999-01-01",NULL
276476,"Susuma","Kropf","Engineer","1993-08-29","9999-01-01",NULL
276484,"Limsoon","Flasterstein","Senior Engineer","1986-03-19","9999-01-01",NULL
276486,"Yannis","Rosen","Technique Leader","1995-05-07","9999-01-01",NULL
276494,"Xiaopeng","Ermel","Senior Engineer","1991-06-12","9999-01-01",NULL
276502,"Indrajit","Segond","Senior Staff","1993-06-15","9999-01-01",NULL
276502,"Indrajit","Segond","Staff","1985-06-15","1993-06-15",NULL
276503,"Tesuro","Schrooten","Assistant Engineer","1997-02-21","9999-01-01",NULL
276515,"Hercules","Granlund","Senior Staff","1993-11-16","9999-01-01",NULL
276515,"Hercules","Granlund","Staff","1987-11-17","1993-11-16",NULL
276517,"Kitty","Matzke","Technique Leader","1988-03-27","9999-01-01",NULL
276531,"Michaela","Litvinov","Senior Staff","1988-08-07","9999-01-01",NULL
276541,"Pranav","Krohm","Engineer","1988-04-24","1994-04-24",NULL
276541,"Pranav","Krohm","Senior Engineer","1994-04-24","9999-01-01",NULL
